"Status","Date and Time","Response Time (ms)","Error","Location"
"up","03/26/2022 02:32:33 PM","645 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 02:31:33 PM","420 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 02:30:33 PM","143 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 02:29:33 PM","370 ms","OK","Portland 2 (OR)"
"up","03/26/2022 02:28:33 PM","531 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 02:27:33 PM","623 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 02:26:33 PM","546 ms","OK","Warsaw (Poland)"
"up","03/26/2022 02:25:33 PM","284 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 02:24:33 PM","542 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 02:23:33 PM","610 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 02:22:33 PM","657 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 02:21:33 PM","389 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 02:20:33 PM","167 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 02:19:33 PM","455 ms","OK","Portland 2 (OR)"
"up","03/26/2022 02:18:33 PM","500 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 02:17:33 PM","623 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 02:16:33 PM","531 ms","OK","Warsaw (Poland)"
"up","03/26/2022 02:15:33 PM","207 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 02:14:33 PM","410 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 02:13:33 PM","677 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 02:12:33 PM","629 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 02:11:33 PM","383 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 02:10:33 PM","272 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 02:09:33 PM","422 ms","OK","Portland 2 (OR)"
"up","03/26/2022 02:08:33 PM","409 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 02:07:33 PM","633 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 02:06:33 PM","583 ms","OK","Warsaw (Poland)"
"up","03/26/2022 02:05:33 PM","241 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 02:04:33 PM","484 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 02:03:33 PM","786 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 02:02:33 PM","601 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 02:01:33 PM","358 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 02:00:33 PM","210 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:59:33 PM","444 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:58:33 PM","497 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:57:33 PM","685 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:56:33 PM","574 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:55:33 PM","186 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:54:33 PM","410 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:53:33 PM","628 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:52:33 PM","775 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:51:33 PM","420 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:50:33 PM","295 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:49:33 PM","432 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:48:33 PM","517 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:47:33 PM","560 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:46:33 PM","594 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:45:33 PM","233 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:44:33 PM","456 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:43:33 PM","712 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:42:33 PM","569 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:41:33 PM","374 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:40:33 PM","215 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:39:33 PM","530 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:38:33 PM","601 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:37:33 PM","545 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:36:33 PM","547 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:35:33 PM","225 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:34:33 PM","379 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:33:33 PM","785 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:32:33 PM","534 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:31:33 PM","367 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:30:33 PM","226 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:29:33 PM","362 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:28:33 PM","407 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:27:33 PM","652 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:26:33 PM","539 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:25:33 PM","261 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:24:33 PM","408 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:23:33 PM","689 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:22:33 PM","710 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:21:33 PM","368 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:20:33 PM","223 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:19:33 PM","361 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:18:33 PM","466 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:17:33 PM","582 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:16:33 PM","616 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:15:33 PM","212 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:14:33 PM","470 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:13:33 PM","696 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:12:33 PM","645 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:11:33 PM","383 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:10:33 PM","137 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 01:09:33 PM","384 ms","OK","Portland 2 (OR)"
"up","03/26/2022 01:08:33 PM","489 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 01:07:33 PM","632 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 01:06:33 PM","519 ms","OK","Warsaw (Poland)"
"up","03/26/2022 01:05:33 PM","212 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 01:04:33 PM","520 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 01:03:33 PM","712 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 01:02:33 PM","688 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 01:01:33 PM","371 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 01:00:33 PM","253 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:59:33 PM","386 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:58:33 PM","494 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:57:33 PM","681 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:56:33 PM","563 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:55:33 PM","260 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:54:33 PM","421 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:53:33 PM","800 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:52:33 PM","647 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:51:33 PM","393 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:50:33 PM","242 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:49:33 PM","465 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:48:33 PM","542 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:47:33 PM","725 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:46:33 PM","568 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:45:33 PM","271 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:44:33 PM","728 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:43:33 PM","618 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:42:33 PM","497 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:41:33 PM","402 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:40:33 PM","290 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:39:33 PM","465 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:38:33 PM","388 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:37:33 PM","662 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:36:33 PM","555 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:35:33 PM","243 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:34:33 PM","407 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:33:33 PM","700 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:32:33 PM","616 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:31:33 PM","362 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:30:33 PM","214 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:29:33 PM","365 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:28:33 PM","562 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:27:33 PM","591 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:26:33 PM","605 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:25:33 PM","186 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:24:33 PM","438 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:23:33 PM","800 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:22:33 PM","581 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:21:33 PM","390 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:20:33 PM","238 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:19:33 PM","438 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:18:33 PM","395 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:17:33 PM","714 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:16:33 PM","574 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:15:33 PM","247 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:14:33 PM","521 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:13:33 PM","707 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:12:33 PM","638 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:11:33 PM","399 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:10:33 PM","212 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 12:09:33 PM","547 ms","OK","Portland 2 (OR)"
"up","03/26/2022 12:08:33 PM","470 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 12:07:33 PM","623 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 12:06:33 PM","494 ms","OK","Warsaw (Poland)"
"up","03/26/2022 12:05:33 PM","269 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 12:04:33 PM","448 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 12:03:33 PM","760 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 12:02:33 PM","661 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 12:01:33 PM","403 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 12:00:33 PM","255 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:59:33 AM","444 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:58:33 AM","490 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:57:33 AM","634 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:56:33 AM","532 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:55:33 AM","233 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:54:33 AM","471 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:53:33 AM","609 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:52:33 AM","706 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:51:33 AM","377 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:50:33 AM","186 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:49:33 AM","496 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:48:33 AM","539 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:47:33 AM","473 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:46:33 AM","590 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:45:33 AM","225 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:44:33 AM","392 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:43:33 AM","723 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:42:33 AM","665 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:41:33 AM","374 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:40:33 AM","185 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:39:33 AM","409 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:38:33 AM","470 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:37:33 AM","547 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:36:33 AM","540 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:35:33 AM","263 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:34:33 AM","502 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:33:33 AM","693 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:32:33 AM","661 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:31:33 AM","368 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:30:33 AM","166 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:29:33 AM","571 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:28:33 AM","543 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:27:33 AM","626 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:26:33 AM","582 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:25:33 AM","298 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:24:33 AM","532 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:23:33 AM","607 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:22:33 AM","838 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:21:33 AM","386 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:20:33 AM","240 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:19:33 AM","413 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:18:33 AM","522 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:17:33 AM","697 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:16:33 AM","534 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:15:33 AM","182 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:14:33 AM","552 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:13:33 AM","734 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:12:33 AM","595 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:11:33 AM","396 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:10:33 AM","264 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 11:09:33 AM","499 ms","OK","Portland 2 (OR)"
"up","03/26/2022 11:08:33 AM","478 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 11:07:33 AM","619 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 11:06:33 AM","564 ms","OK","Warsaw (Poland)"
"up","03/26/2022 11:05:33 AM","237 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 11:04:33 AM","403 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 11:03:33 AM","626 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 11:02:33 AM","706 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 11:01:33 AM","385 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 11:00:33 AM","282 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:59:33 AM","448 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:58:33 AM","567 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:57:33 AM","648 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:56:33 AM","522 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:55:33 AM","160 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:54:33 AM","464 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:53:33 AM","668 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:52:33 AM","719 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:51:33 AM","393 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:50:33 AM","243 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:49:33 AM","453 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:48:33 AM","488 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:47:33 AM","623 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:46:33 AM","533 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:45:33 AM","151 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:44:33 AM","405 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:43:33 AM","620 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:42:33 AM","663 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:41:33 AM","367 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:40:33 AM","103 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:39:33 AM","530 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:38:33 AM","523 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:37:33 AM","602 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:36:33 AM","642 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:35:33 AM","263 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:34:33 AM","499 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:33:33 AM","612 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:32:33 AM","689 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:31:33 AM","370 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:30:33 AM","92 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:29:33 AM","359 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:28:33 AM","498 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:27:33 AM","547 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:26:33 AM","554 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:25:33 AM","251 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:24:33 AM","457 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:23:33 AM","635 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:22:33 AM","544 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:21:33 AM","411 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:20:33 AM","240 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:19:33 AM","386 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:18:33 AM","462 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:17:33 AM","681 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:16:33 AM","553 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:15:33 AM","198 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:14:33 AM","540 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:13:33 AM","712 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:12:33 AM","553 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:11:33 AM","390 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:10:33 AM","244 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 10:09:33 AM","413 ms","OK","Portland 2 (OR)"
"up","03/26/2022 10:08:33 AM","867 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 10:07:33 AM","562 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 10:06:33 AM","542 ms","OK","Warsaw (Poland)"
"up","03/26/2022 10:05:33 AM","178 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 10:04:33 AM","519 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 10:03:33 AM","653 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 10:02:33 AM","686 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 10:01:33 AM","396 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 10:00:33 AM","270 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:59:33 AM","483 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:58:33 AM","397 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:57:33 AM","669 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:56:33 AM","522 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:55:33 AM","181 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:54:33 AM","433 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:53:33 AM","741 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:52:33 AM","545 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:51:33 AM","391 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:50:33 AM","264 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:49:33 AM","483 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:48:33 AM","499 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:47:33 AM","697 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:46:33 AM","518 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:45:33 AM","279 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:44:33 AM","475 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:43:33 AM","649 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:42:33 AM","571 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:41:33 AM","396 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:40:33 AM","222 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:39:33 AM","506 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:38:33 AM","506 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:37:33 AM","707 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:36:33 AM","552 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:35:33 AM","258 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:34:33 AM","392 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:33:33 AM","759 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:32:33 AM","649 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:31:33 AM","372 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:30:33 AM","75 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:29:33 AM","518 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:28:33 AM","423 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:27:33 AM","686 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:26:33 AM","576 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:25:33 AM","280 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:24:33 AM","391 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:23:33 AM","633 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:22:33 AM","602 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:21:33 AM","389 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:20:33 AM","177 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:19:33 AM","454 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:18:33 AM","513 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:17:33 AM","729 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:16:33 AM","620 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:15:33 AM","255 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:14:33 AM","459 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:13:33 AM","611 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:12:33 AM","713 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:11:33 AM","388 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:10:33 AM","81 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 09:09:33 AM","511 ms","OK","Portland 2 (OR)"
"up","03/26/2022 09:08:33 AM","401 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 09:07:33 AM","687 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 09:06:33 AM","595 ms","OK","Warsaw (Poland)"
"up","03/26/2022 09:05:33 AM","212 ms","OK","Chicago 2 (IL)"
"up","03/26/2022 09:04:33 AM","446 ms","OK","San Francisco 2 (CA)"
"up","03/26/2022 09:03:33 AM","607 ms","OK","Thessaloniki (Greece)"
"up","03/26/2022 09:02:33 AM","632 ms","OK","Stockholm 2 (Sweden)"
"up","03/26/2022 09:01:33 AM","375 ms","OK","Los Angeles 3 (CA)"
"up","03/26/2022 09:00:33 AM","254 ms","OK","Philadelphia 2 (PA)"
"up","03/26/2022 08:59:33 AM","452 ms","OK","Portland 2 (OR)"
"up","03/26/2022 08:58:33 AM","521 ms","OK","Frankfurt 3 (Germany)"
"up","03/26/2022 08:57:33 AM","666 ms","OK","Dusseldorf 2 (Germany)"
"up","03/26/2022 08:56:33 AM","555 ms","OK","Warsaw (Poland)"
